iter	Passed	Remaining
968	1340	1425
969	1341	1424
970	1342	1422
971	1343	1421
972	1345	1419
973	1346	1418
974	1347	1417
975	1349	1415
976	1350	1413
977	1351	1412
978	1353	1411
979	1354	1409
980	1355	1408
981	1356	1406
982	1358	1405
983	1359	1403
984	1360	1402
985	1361	1400
986	1363	1399
987	1364	1397
988	1365	1395
989	1366	1394
990	1368	1392
991	1369	1391
992	1370	1389
993	1371	1388
994	1373	1386
995	1374	1385
996	1375	1383
997	1376	1382
998	1378	1380
999	1379	1379
1000	1380	1377
1001	1381	1376
1002	1382	1374
1003	1384	1373
1004	1385	1371
1005	1386	1370
1006	1388	1368
1007	1389	1367
1008	1390	1365
1009	1391	1364
1010	1393	1362
1011	1394	1361
1012	1395	1359
1013	1396	1358
1014	1398	1356
1015	1399	1355
1016	1400	1353
1017	1402	1352
1018	1403	1351
1019	1405	1349
1020	1406	1348
1021	1407	1347
1022	1409	1345
1023	1410	1344
1024	1411	1342
1025	1412	1341
1026	1414	1339
1027	1415	1338
1028	1416	1336
1029	1418	1335
1030	1419	1334
1031	1420	1332
1032	1422	1331
1033	1423	1329
1034	1424	1328
1035	1426	1327
1036	1427	1325
1037	1428	1324
1038	1430	1322
1039	1431	1321
1040	1433	1320
1041	1434	1318
1042	1436	1317
1043	1437	1316
1044	1438	1314
1045	1440	1313
1046	1441	1312
1047	1442	1310
1048	1444	1309
1049	1445	1307
1050	1446	1306
1051	1448	1304
1052	1449	1303
1053	1450	1302
1054	1452	1300
1055	1453	1299
1056	1454	1297
1057	1456	1296
1058	1457	1295
1059	1458	1293
1060	1459	1292
1061	1461	1290
1062	1462	1289
1063	1464	1288
1064	1465	1286
1065	1467	1285
1066	1468	1283
1067	1469	1282
1068	1470	1281
1069	1472	1279
1070	1473	1278
1071	1474	1276
1072	1476	1275
1073	1477	1273
1074	1478	1272
1075	1480	1271
1076	1481	1269
1077	1482	1268
1078	1483	1266
1079	1485	1265
1080	1486	1263
1081	1487	1262
1082	1489	1260
1083	1490	1259
1084	1491	1258
1085	1493	1256
1086	1494	1255
1087	1495	1253
1088	1496	1252
1089	1498	1250
1090	1499	1249
1091	1500	1248
1092	1502	1246
1093	1503	1245
1094	1505	1243
1095	1506	1242
1096	1507	1241
1097	1508	1239
1098	1510	1238
1099	1511	1236
1100	1512	1235
1101	1514	1233
1102	1515	1232
1103	1516	1230
1104	1518	1229
1105	1519	1228
1106	1520	1226
1107	1522	1225
1108	1523	1224
1109	1525	1222
1110	1526	1221
1111	1527	1220
1112	1529	1218
1113	1530	1217
1114	1531	1215
1115	1532	1214
1116	1534	1212
1117	1535	1211
1118	1536	1209
1119	1538	1208
1120	1539	1207
1121	1540	1205
1122	1542	1204
1123	1543	1202
1124	1544	1201
1125	1546	1200
1126	1547	1198
1127	1548	1197
1128	1549	1195
1129	1551	1194
1130	1552	1193
1131	1554	1191
1132	1555	1190
1133	1556	1188
1134	1557	1187
1135	1559	1185
1136	1560	1184
1137	1561	1182
1138	1562	1181
1139	1564	1180
1140	1565	1178
1141	1567	1177
1142	1568	1176
1143	1570	1174
1144	1571	1173
1145	1573	1172
1146	1574	1170
1147	1575	1169
1148	1576	1167
1149	1578	1166
1150	1579	1165
1151	1581	1163
1152	1582	1162
1153	1584	1161
1154	1585	1159
1155	1586	1158
1156	1587	1156
1157	1589	1155
1158	1590	1153
1159	1591	1152
1160	1592	1151
1161	1594	1149
1162	1595	1148
1163	1596	1146
1164	1598	1145
1165	1599	1143
1166	1600	1142
1167	1601	1141
1168	1603	1139
1169	1604	1138
1170	1605	1136
1171	1606	1135
1172	1608	1133
1173	1609	1132
1174	1610	1130
1175	1611	1129
1176	1613	1128
1177	1614	1126
1178	1615	1125
1179	1616	1123
1180	1618	1122
1181	1619	1120
1182	1620	1119
1183	1622	1118
1184	1623	1116
1185	1624	1115
1186	1626	1113
1187	1627	1112
1188	1628	1111
1189	1630	1109
1190	1631	1108
1191	1632	1106
1192	1633	1105
1193	1635	1103
1194	1636	1102
1195	1637	1101
1196	1639	1099
1197	1640	1098
1198	1641	1096
1199	1642	1095
1200	1644	1093
1201	1645	1092
1202	1646	1090
1203	1648	1089
1204	1649	1088
1205	1650	1086
1206	1652	1085
1207	1653	1083
1208	1654	1082
1209	1655	1081
1210	1657	1079
1211	1658	1078
1212	1659	1076
1213	1660	1075
1214	1661	1073
1215	1663	1072
1216	1664	1070
1217	1665	1069
1218	1666	1068
1219	1668	1066
1220	1669	1065
1221	1670	1063
1222	1671	1062
1223	1673	1060
1224	1674	1059
1225	1675	1057
1226	1676	1056
1227	1678	1054
1228	1679	1053
1229	1680	1052
1230	1681	1050
1231	1683	1049
1232	1684	1047
1233	1685	1046
1234	1686	1044
1235	1688	1043
1236	1689	1041
1237	1690	1040
1238	1691	1038
1239	1692	1037
1240	1694	1036
1241	1695	1034
1242	1696	1033
1243	1697	1031
1244	1698	1030
1245	1700	1028
1246	1701	1027
1247	1702	1025
1248	1703	1024
1249	1705	1023
1250	1706	1021
1251	1707	1020
1252	1708	1018
1253	1710	1017
1254	1711	1015
1255	1712	1014
1256	1713	1012
1257	1714	1011
1258	1716	1010
1259	1717	1008
1260	1718	1007
1261	1720	1005
1262	1721	1004
1263	1722	1003
1264	1724	1001
1265	1725	1000
1266	1726	998
1267	1727	997
1268	1729	995
1269	1730	994
1270	1731	993
1271	1732	991
1272	1733	990
1273	1735	988
1274	1736	987
1275	1737	985
1276	1738	984
1277	1739	982
1278	1741	981
1279	1742	980
1280	1743	978
1281	1744	977
1282	1746	975
1283	1747	974
1284	1748	972
1285	1749	971
1286	1751	970
1287	1752	968
1288	1753	967
1289	1754	965
1290	1756	964
1291	1757	962
1292	1758	961
1293	1759	960
1294	1760	958
1295	1762	957
1296	1763	955
1297	1764	954
1298	1765	952
1299	1767	951
1300	1768	950
1301	1769	948
1302	1770	947
1303	1771	945
1304	1773	944
1305	1774	942
1306	1775	941
1307	1776	940
1308	1778	938
1309	1779	937
1310	1780	935
1311	1781	934
1312	1783	932
1313	1784	931
1314	1785	930
1315	1786	928
1316	1787	927
1317	1788	925
1318	1790	924
1319	1791	922
1320	1792	921
1321	1793	920
1322	1795	918
1323	1796	917
1324	1797	915
1325	1798	914
1326	1800	912
1327	1801	911
1328	1802	910
1329	1803	908
1330	1804	907
1331	1806	905
1332	1807	904
1333	1808	902
1334	1809	901
1335	1811	900
1336	1812	898
1337	1813	897
1338	1814	895
1339	1816	894
1340	1817	893
1341	1818	891
1342	1819	890
1343	1820	888
1344	1822	887
1345	1823	886
1346	1824	884
1347	1826	883
1348	1827	882
1349	1829	880
1350	1830	879
1351	1831	877
1352	1832	876
1353	1833	874
1354	1835	873
1355	1836	872
1356	1838	870
1357	1839	869
1358	1840	868
1359	1841	866
1360	1843	865
1361	1844	863
1362	1845	862
1363	1846	861
1364	1847	859
1365	1849	858
1366	1850	856
1367	1851	855
1368	1853	854
1369	1854	852
1370	1855	851
1371	1856	849
1372	1858	848
1373	1859	847
1374	1860	845
1375	1861	844
1376	1863	842
1377	1864	841
1378	1865	840
1379	1867	838
1380	1868	837
1381	1869	836
1382	1870	834
1383	1872	833
1384	1873	831
1385	1874	830
1386	1875	829
1387	1877	827
1388	1878	826
1389	1879	824
1390	1880	823
1391	1881	822
1392	1883	820
1393	1884	819
1394	1885	817
1395	1886	816
1396	1887	814
1397	1889	813
1398	1890	812
1399	1891	810
1400	1892	809
1401	1894	807
1402	1895	806
1403	1896	805
1404	1897	803
1405	1899	802
1406	1900	800
1407	1901	799
1408	1903	798
1409	1904	796
1410	1905	795
1411	1906	793
1412	1907	792
1413	1909	791
1414	1910	789
1415	1911	788
1416	1913	787
1417	1914	785
1418	1915	784
1419	1916	782
1420	1918	781
1421	1919	780
1422	1920	778
1423	1922	777
1424	1923	776
1425	1924	774
1426	1925	773
1427	1926	771
1428	1928	770
1429	1929	769
1430	1930	767
1431	1932	766
1432	1933	764
1433	1934	763
1434	1935	762
1435	1936	760
1436	1938	759
1437	1939	757
1438	1940	756
1439	1941	755
1440	1943	753
1441	1944	752
1442	1945	750
1443	1946	749
1444	1947	748
1445	1949	746
1446	1950	745
1447	1951	743
1448	1952	742
1449	1953	741
1450	1955	739
1451	1956	738
1452	1957	737
1453	1959	735
1454	1960	734
1455	1961	732
1456	1963	731
1457	1964	730
1458	1965	728
1459	1966	727
1460	1967	726
1461	1969	724
1462	1970	723
1463	1972	722
1464	1973	720
1465	1974	719
1466	1976	718
1467	1977	716
1468	1978	715
1469	1980	713
1470	1981	712
1471	1982	711
1472	1984	709
1473	1985	708
1474	1986	707
1475	1987	705
1476	1988	704
1477	1990	702
1478	1991	701
1479	1992	700
1480	1993	698
1481	1995	697
1482	1996	695
1483	1997	694
1484	1998	693
1485	2000	691
1486	2001	690
1487	2002	689
1488	2003	687
1489	2005	686
1490	2006	684
1491	2007	683
1492	2008	682
1493	2010	680
1494	2011	679
1495	2012	678
1496	2014	676
1497	2015	675
1498	2016	674
1499	2018	672
1500	2019	671
1501	2020	669
1502	2021	668
1503	2023	667
1504	2024	665
1505	2025	664
1506	2027	663
1507	2028	661
1508	2029	660
1509	2031	659
1510	2032	657
1511	2033	656
1512	2035	655
1513	2036	653
1514	2037	652
1515	2039	651
1516	2040	649
1517	2041	648
1518	2042	646
1519	2044	645
1520	2045	644
1521	2046	642
1522	2047	641
1523	2049	640
1524	2050	638
1525	2051	637
1526	2052	635
1527	2054	634
1528	2055	633
1529	2056	631
1530	2057	630
1531	2059	629
1532	2060	627
1533	2061	626
1534	2063	624
1535	2064	623
1536	2065	622
1537	2067	620
1538	2068	619
1539	2069	618
1540	2071	616
1541	2072	615
1542	2073	614
1543	2074	612
1544	2076	611
1545	2077	610
1546	2079	608
1547	2080	607
1548	2081	606
1549	2083	604
1550	2084	603
1551	2085	602
1552	2087	600
1553	2088	599
1554	2089	598
1555	2090	596
1556	2092	595
1557	2093	593
1558	2094	592
1559	2096	591
1560	2097	589
1561	2098	588
1562	2100	587
1563	2101	585
1564	2102	584
1565	2103	583
1566	2105	581
1567	2106	580
1568	2107	579
1569	2109	577
1570	2110	576
1571	2111	574
1572	2113	573
1573	2114	572
1574	2115	570
1575	2116	569
1576	2118	568
1577	2119	566
1578	2120	565
1579	2122	564
1580	2123	562
1581	2124	561
1582	2126	560
1583	2127	558
1584	2128	557
1585	2130	556
1586	2131	554
1587	2132	553
1588	2133	551
1589	2135	550
1590	2136	549
1591	2138	547
1592	2139	546
1593	2140	545
1594	2141	543
1595	2143	542
1596	2144	541
1597	2145	539
1598	2146	538
1599	2147	536
1600	2149	535
1601	2150	534
1602	2151	532
1603	2153	531
1604	2154	530
1605	2155	528
1606	2157	527
1607	2158	526
1608	2159	524
1609	2161	523
1610	2162	522
1611	2163	520
1612	2164	519
1613	2166	518
1614	2167	516
1615	2168	515
1616	2169	513
1617	2171	512
1618	2172	511
1619	2173	509
1620	2174	508
1621	2176	507
1622	2177	505
1623	2178	504
1624	2179	503
1625	2181	501
1626	2182	500
1627	2183	499
1628	2185	497
1629	2186	496
1630	2187	494
1631	2188	493
1632	2190	492
1633	2191	490
1634	2192	489
1635	2193	488
1636	2194	486
1637	2196	485
1638	2197	484
1639	2198	482
1640	2199	481
1641	2201	479
1642	2202	478
1643	2203	477
1644	2204	475
1645	2206	474
1646	2207	473
1647	2208	471
1648	2209	470
1649	2210	468
1650	2212	467
1651	2213	466
1652	2214	464
1653	2215	463
1654	2217	462
1655	2218	460
1656	2219	459
1657	2220	458
1658	2222	456
1659	2223	455
1660	2224	454
1661	2225	452
1662	2227	451
1663	2228	449
1664	2229	448
1665	2230	447
1666	2232	445
1667	2233	444
1668	2234	443
1669	2235	441
1670	2237	440
1671	2238	439
1672	2239	437
1673	2240	436
1674	2242	435
1675	2243	433
1676	2244	432
1677	2246	431
1678	2247	429
1679	2248	428
1680	2250	427
1681	2251	425
1682	2252	424
1683	2254	422
1684	2255	421
1685	2257	420
1686	2258	419
1687	2259	417
1688	2260	416
1689	2262	414
1690	2263	413
1691	2264	412
1692	2265	410
1693	2267	409
1694	2268	408
1695	2269	406
1696	2271	405
1697	2272	404
1698	2274	402
1699	2275	401
1700	2276	400
1701	2277	398
1702	2278	397
1703	2280	396
1704	2281	394
1705	2282	393
1706	2283	392
1707	2285	390
1708	2286	389
1709	2287	387
1710	2289	386
1711	2290	385
1712	2291	383
1713	2293	382
1714	2294	381
1715	2295	379
1716	2297	378
1717	2298	377
1718	2299	375
1719	2301	374
1720	2302	373
1721	2304	371
1722	2305	370
1723	2306	369
1724	2308	367
1725	2309	366
1726	2310	365
1727	2312	363
1728	2313	362
1729	2314	361
1730	2316	359
1731	2317	358
1732	2319	357
1733	2320	355
1734	2322	354
1735	2323	353
1736	2324	351
1737	2325	350
1738	2327	349
1739	2328	347
1740	2330	346
1741	2331	345
1742	2332	343
1743	2333	342
1744	2335	341
1745	2336	339
1746	2338	338
1747	2339	337
1748	2340	335
1749	2342	334
1750	2343	333
1751	2344	331
1752	2346	330
1753	2347	329
1754	2349	327
1755	2350	326
1756	2351	325
1757	2353	323
1758	2354	322
1759	2355	321
1760	2356	319
1761	2358	318
1762	2359	317
1763	2360	315
1764	2362	314
1765	2363	313
1766	2364	311
1767	2366	310
1768	2367	309
1769	2368	307
1770	2369	306
1771	2371	305
1772	2372	303
1773	2373	302
1774	2375	301
1775	2376	299
1776	2378	298
1777	2379	297
1778	2381	295
1779	2382	294
1780	2383	293
1781	2384	291
1782	2386	290
1783	2387	289
1784	2388	287
1785	2390	286
1786	2391	285
1787	2392	283
1788	2393	282
1789	2395	281
1790	2396	279
1791	2397	278
1792	2399	276
1793	2400	275
1794	2401	274
1795	2403	272
1796	2404	271
1797	2405	270
1798	2406	268
1799	2408	267
1800	2409	266
