iter	RMSE
249	0.24742104
250	0.247280873
251	0.2470838073
252	0.2469990006
253	0.2469423589
254	0.2467954283
255	0.2466152392
256	0.2465373874
257	0.2464078471
258	0.2462596165
259	0.2461454806
260	0.2460844776
261	0.2460178541
262	0.2458646445
263	0.2457262893
264	0.2455751193
265	0.2454501504
266	0.2452871046
267	0.2452188845
268	0.2450930376
269	0.2447368194
270	0.2446780506
271	0.2446020014
272	0.2445024485
273	0.2443933957
274	0.244330596
275	0.2442896169
276	0.2442254752
277	0.2441387814
278	0.2440633363
279	0.2437711076
280	0.2436074341
281	0.2434054207
282	0.2433407575
283	0.2432919992
284	0.2430940542
285	0.2430277794
286	0.2429248871
287	0.2427014024
288	0.2426374277
289	0.2425784944
290	0.2425012304
291	0.2423349768
292	0.2421413017
293	0.2420721431
294	0.2418843303
295	0.2417531389
296	0.2415397041
297	0.2413862216
298	0.2412158143
299	0.2411135836
300	0.2409247138
301	0.2407450828
302	0.2406903928
303	0.240502012
304	0.2403477698
305	0.2402854549
306	0.2402361612
307	0.2400681249
308	0.2399225759
309	0.2398634239
310	0.2397057837
311	0.2396478312
312	0.2395821137
313	0.2395201366
314	0.2393748576
315	0.2392433657
316	0.2391180688
317	0.2390668692
318	0.2390090341
319	0.2389546206
320	0.238905096
321	0.2388518745
322	0.2387970699
323	0.2387489957
324	0.2385781878
325	0.238426321
326	0.2382799217
327	0.2381347578
328	0.2380812213
329	0.238011397
330	0.237862994
331	0.2378050105
332	0.2377559254
333	0.2376994372
334	0.2375481379
335	0.2373975819
336	0.237213289
337	0.2370523756
338	0.2368071283
339	0.2365799658
340	0.2364159505
341	0.2362705955
342	0.236115715
343	0.2360677036
344	0.2360197022
345	0.2359649036
346	0.2358148753
347	0.2357662863
348	0.2355953919
349	0.2354587575
350	0.2354130799
351	0.2352900601
352	0.2352427684
353	0.2350573582
354	0.2349405167
355	0.2348072418
356	0.2346873517
357	0.2344772508
358	0.2343267179
359	0.2342743212
360	0.2342228145
361	0.2340789519
362	0.2339526519
363	0.2338912524
364	0.2338462357
365	0.2336452727
366	0.233600993
367	0.2335573781
368	0.2334205049
369	0.2332329174
370	0.2331899732
371	0.2330610093
372	0.2329209283
373	0.2328091418
374	0.232761339
375	0.2325943808
376	0.2324684976
377	0.2324210848
378	0.2323798361
379	0.2322453706
380	0.2320833676
381	0.2319591274
382	0.2318300312
383	0.2317237246
384	0.2315887481
385	0.2314770955
386	0.231358063
387	0.2312517171
388	0.2312109551
389	0.2310961189
390	0.2309469654
391	0.2308118407
392	0.2306672446
393	0.2305455255
394	0.2304863742
395	0.2303812432
396	0.2302837884
397	0.2301543354
398	0.2299375916
399	0.2298331216
400	0.2297155639
401	0.2296704441
402	0.2296259208
403	0.2295821593
404	0.2294835671
405	0.2293778219
406	0.2293394781
407	0.2292490761
408	0.2291150937
409	0.2290773026
410	0.2289742665
411	0.2288568426
412	0.2288131854
413	0.2287033219
414	0.228660594
415	0.2285201562
416	0.2284834164
417	0.2283920035
418	0.2283558043
419	0.2282736628
420	0.2282379978
421	0.2281004404
422	0.2280406434
423	0.2279753582
424	0.2278820229
425	0.2278028097
426	0.2276913974
427	0.2275618244
428	0.2274560668
429	0.2273234545
430	0.2272121661
431	0.2271511771
432	0.2270815177
433	0.2269675681
434	0.2269082762
435	0.2268257746
436	0.2267185413
437	0.2266114506
438	0.2265452317
439	0.2264408527
440	0.2264056924
441	0.2262914207
442	0.2262297696
443	0.2261197845
444	0.2260132806
445	0.2259779174
446	0.2258822699
447	0.2258025553
448	0.2256830798
449	0.2256063697
450	0.2254731854
451	0.2253915426
452	0.2252950643
453	0.2252605843
454	0.2251453764
455	0.2250496536
456	0.224960324
457	0.2248955588
458	0.2248078298
459	0.2247074167
460	0.2246734439
461	0.2245823918
462	0.2244856991
463	0.2243861224
464	0.2243229645
465	0.2242894944
466	0.2242565062
467	0.224123818
468	0.2240318521
469	0.2239497812
470	0.2238386274
471	0.2237438697
472	0.2236504614
473	0.223457738
474	0.2233912154
475	0.2233013833
476	0.2232433315
477	0.2231624167
478	0.2230681837
479	0.2229934924
480	0.2229281385
481	0.22289558
482	0.222816904
483	0.2227279317
484	0.2226293379
485	0.2224857202
486	0.222398603
487	0.2223660269
488	0.2223341626
489	0.2222536298
490	0.2221636201
491	0.2221321046
492	0.2220678869
493	0.2220367381
494	0.2218857693
495	0.221790943
496	0.2217026851
497	0.2216132493
498	0.2215144799
499	0.2214406812
500	0.2213543209
501	0.2212655197
502	0.2211745816
503	0.2210926918
504	0.221008197
505	0.220947703
506	0.2208206057
507	0.2207677482
508	0.22068902
509	0.2206039483
510	0.2205350058
511	0.2205041722
512	0.2204242697
513	0.2203405538
514	0.2202558605
515	0.2202253334
516	0.2201466583
517	0.2200892115
518	0.2200184984
519	0.2199064266
520	0.2198697345
521	0.2197934226
522	0.2196610962
523	0.2195769622
524	0.2195214591
525	0.2194159615
526	0.2193360785
527	0.2193060718
528	0.2192303
529	0.2192006129
530	0.2191344256
531	0.219056182
532	0.2189983366
533	0.218968958
534	0.2188341972
535	0.2187317503
536	0.2186599802
537	0.2186309211
538	0.2186022163
539	0.2185456035
540	0.2184763971
541	0.2184479599
542	0.2183515597
543	0.218283141
544	0.2182091257
545	0.2181234395
546	0.2180265165
547	0.2179518033
548	0.2178444753
549	0.2177681233
550	0.2176909355
551	0.2176209586
552	0.217548166
553	0.2174953653
554	0.2174329312
555	0.2173550947
556	0.2173039142
557	0.2172757049
558	0.2172016005
559	0.2171737255
560	0.2171461304
561	0.2170942222
562	0.2169998099
563	0.2169308404
564	0.2168649303
565	0.2168375653
566	0.2167690717
567	0.2167067144
568	0.2166328844
569	0.2165836101
570	0.2165200159
571	0.2164002285
572	0.2163731501
573	0.2163142872
574	0.2162482941
575	0.2161788925
576	0.2161045159
577	0.2160542143
578	0.2159384474
579	0.2158566782
580	0.2157907496
581	0.2157159098
582	0.2156890574
583	0.215618854
584	0.2155603241
585	0.2154825536
586	0.2154559861
587	0.2153917999
588	0.2153415386
589	0.2152786167
590	0.2152148261
591	0.2151884929
592	0.215122007
593	0.2150618839
594	0.2149872248
595	0.2149409949
596	0.2148841845
597	0.2148580871
598	0.2147944075
599	0.2147494381
600	0.214656202
601	0.2145395784
602	0.2145041491
603	0.2144587164
604	0.2144330268
605	0.214378324
606	0.2143546004
607	0.2142961538
608	0.2142315097
609	0.2141458476
610	0.2141204722
611	0.2140448649
612	0.2139691655
613	0.2139141234
614	0.2138589294
615	0.2138338444
616	0.213808995
617	0.2137412921
618	0.2136701703
619	0.2136264037
620	0.2135558696
621	0.2134968995
622	0.2134358973
623	0.2133841423
624	0.2133385714
625	0.2133138877
626	0.2132465653
627	0.2131659385
628	0.2130859165
629	0.2130615095
630	0.2129988378
631	0.212952816
632	0.2128963249
633	0.2128720456
634	0.2127935025
635	0.2127304045
636	0.2126491668
637	0.2126011968
638	0.212577168
639	0.2125173073
640	0.2124713804
641	0.2124201647
642	0.2123663555
643	0.2123123451
644	0.2122885479
645	0.2122649667
646	0.2122055519
647	0.2121843291
648	0.2121609466
649	0.212082531
650	0.2120319576
651	0.21197933
652	0.2119183162
653	0.2118761225
654	0.211852979
655	0.2118300143
656	0.2117857918
657	0.2117275619
658	0.2116674725
659	0.2116026328
660	0.2115263903
661	0.2114471063
662	0.2113762137
663	0.2113531996
664	0.2112886954
665	0.2112479147
666	0.2111785214
667	0.2110803421
668	0.2110577118
669	0.2109894191
670	0.2109351712
671	0.2108699713
672	0.2108149279
673	0.210757866
674	0.2107179431
675	0.2106583028
676	0.2106358443
677	0.2105882262
678	0.210565937
679	0.2105438378
680	0.2105048098
681	0.210466379
682	0.2104444553
683	0.210422373
684	0.2103612301
685	0.2103097245
686	0.2102878498
687	0.2102474019
688	0.2101872254
689	0.2101400637
690	0.2100670195
691	0.2100123055
692	0.2099672031
693	0.2099304625
694	0.2098581265
695	0.2098122929
696	0.2097486525
697	0.2096978689
698	0.2096410332
699	0.2095914672
700	0.2095697665
701	0.2095500717
702	0.2095286424
703	0.2094887636
704	0.2094415791
705	0.2094034811
706	0.209382251
707	0.2093612272
708	0.2093404093
709	0.2092983382
710	0.2092428365
711	0.2091967395
712	0.2091367809
713	0.2090756644
714	0.2090550132
715	0.2090284635
716	0.2089437112
717	0.2089231812
718	0.2088464197
719	0.2088258765
720	0.2087802128
721	0.2087339354
722	0.2086944505
723	0.2086742771
724	0.208633133
725	0.2086128816
726	0.2085928024
727	0.2085305513
728	0.2084794554
729	0.2084272142
730	0.208407481
731	0.2083571883
732	0.2083376357
733	0.2082931917
734	0.208249209
735	0.2082298583
736	0.2081755328
737	0.2081221083
738	0.2080803126
739	0.2080453661
740	0.2080261465
741	0.2079873773
742	0.2079269207
743	0.2079079059
744	0.2078604107
745	0.2078277877
746	0.2077780129
747	0.2077321455
748	0.2076876974
749	0.2076394448
750	0.2075406851
751	0.2075218277
752	0.2074794336
753	0.2074448572
754	0.207349384
755	0.2073302753
756	0.2072981223
757	0.2072601673
758	0.2072171419
759	0.2071985942
760	0.207151355
761	0.2071006305
762	0.2070612663
763	0.2069980525
764	0.2069667474
765	0.2068921539
766	0.2068561985
767	0.206822846
768	0.206804484
769	0.2067668485
770	0.2067219985
771	0.2066295102
772	0.2066112402
773	0.2065807902
774	0.2065336755
775	0.2065156211
776	0.2064566721
777	0.2064387182
778	0.2063877263
779	0.2063498161
780	0.2062260283
781	0.2062082361
782	0.2061670099
783	0.2061493752
784	0.2060977935
785	0.2060447965
786	0.2060052199
787	0.2059685357
788	0.2059342408
789	0.2058870111
790	0.205838263
791	0.205820726
792	0.2057426964
793	0.205725277
794	0.2056955001
795	0.2056541006
796	0.2056248514
797	0.2055994809
798	0.2055604017
799	0.2055431167
800	0.2055041968
801	0.2054507261
802	0.2054335723
803	0.2054064422
804	0.2053885772
805	0.2053587232
806	0.2053010274
807	0.2052462976
808	0.2051583431
809	0.2051405654
810	0.205117522
811	0.2050618116
812	0.2050064102
813	0.2049432156
814	0.204902167
815	0.2048845411
816	0.204848672
817	0.2048157587
818	0.2047990024
819	0.2047502212
820	0.2046982626
821	0.2046816505
822	0.2046364178
823	0.2045935732
824	0.2045659281
825	0.2045211661
826	0.204484047
827	0.2044342068
828	0.2043783777
829	0.2043501532
830	0.2043248159
831	0.2042763159
832	0.2042539044
833	0.2042373747
834	0.2041567072
835	0.2041223878
836	0.2040958384
837	0.2040651921
838	0.2040243941
839	0.2040080204
840	0.2039645873
841	0.2039205941
842	0.2038829739
843	0.2038429148
844	0.2037963794
845	0.2037636996
846	0.2037465558
847	0.2037207296
848	0.2036744206
849	0.203658235
850	0.2036210943
851	0.2035891369
852	0.2035731035
853	0.2035571702
854	0.2034890659
855	0.2034449936
856	0.2034291817
857	0.2034134868
858	0.2033281986
859	0.2032973739
860	0.2032406454
861	0.2032059022
862	0.2031893299
863	0.2031484387
864	0.2031126255
865	0.2030475178
866	0.2029932166
867	0.2029777509
868	0.202909674
869	0.2028604525
870	0.2028050003
871	0.2027885746
872	0.2027206955
873	0.2026861638
874	0.2026473154
875	0.202617175
876	0.2025694818
877	0.2025310981
878	0.2025003057
879	0.2024418401
880	0.2024265124
881	0.2024112747
882	0.2023951457
883	0.2023698468
884	0.2023538016
885	0.2023070611
886	0.2022556135
887	0.2022406923
888	0.2022111985
889	0.2021455872
890	0.2020531568
891	0.2020183069
892	0.202003448
893	0.2019683803
894	0.2019374641
895	0.2019039952
896	0.2018882277
897	0.2018417196
898	0.2017849884
899	0.2017603352
900	0.2017446647
901	0.2017101639
902	0.2016696174
903	0.2016355782
904	0.2015904047
905	0.2015748227
906	0.2015495701
907	0.2015195329
908	0.2014861151
909	0.201448439
910	0.2014329671
911	0.2014001874
912	0.2013598419
913	0.2012703041
914	0.201227455
915	0.2011669634
916	0.2011525344
917	0.2011139504
918	0.2010648629
919	0.2010311861
920	0.2009723613
921	0.2009200842
922	0.2009057804
923	0.2008746221
924	0.2008594028
925	0.2008112797
926	0.2007971723
927	0.2007351802
928	0.2007201461
929	0.2006883058
930	0.2006743819
931	0.2006426304
932	0.2005686242
933	0.2005396748
934	0.2005118998
935	0.2004970296
936	0.2004832404
937	0.2004499099
938	0.2003927589
939	0.2003633999
940	0.2003335104
941	0.2003015868
942	0.2002780159
943	0.2002643477
944	0.2002333862
945	0.2002058462
946	0.200164383
947	0.2001499334
948	0.2001218861
949	0.200079566
950	0.2000305433
951	0.2000001218
952	0.1999685274
953	0.1999228021
954	0.1999092444
955	0.1998634115
956	0.1997908963
957	0.1997559305
958	0.1997426556
959	0.1997088874
960	0.1996387922
961	0.1996243359
962	0.1995785069
963	0.1995541627
964	0.1995317095
965	0.1994995136
966	0.1994520606
967	0.1994049895
968	0.1993224272
969	0.1993000937
970	0.1992726394
971	0.1992103664
972	0.1991796692
973	0.1991663505
974	0.1991409414
975	0.1991266646
976	0.199079712
977	0.1990507406
978	0.1989993768
979	0.1989684061
980	0.1989239062
981	0.1989099036
982	0.1988839428
983	0.1988524223
984	0.1988127459
985	0.1987988388
986	0.1987858421
987	0.1987591116
988	0.1987440874
989	0.1987139658
990	0.1987011311
991	0.1986571371
992	0.1986299041
993	0.1986080902
994	0.1985631609
995	0.1985306009
996	0.1985033749
997	0.1984895511
998	0.1984758241
999	0.1984632127
1000	0.1984506749
1001	0.1984141186
1002	0.1983889689
1003	0.198356078
1004	0.1983306208
1005	0.1983172518
1006	0.1983048722
1007	0.1982656148
1008	0.1982523862
1009	0.1982401491
1010	0.198219039
1011	0.1981740936
1012	0.1981408536
1013	0.1981183202
1014	0.1980824145
1015	0.198041634
1016	0.198003785
1017	0.1979705219
1018	0.1979355456
1019	0.1978912349
1020	0.197878138
1021	0.1978207909
1022	0.1977963537
1023	0.1977716043
1024	0.1977585737
1025	0.1977274517
1026	0.1977143236
1027	0.197636952
1028	0.1976120516
1029	0.197565369
1030	0.1975533863
1031	0.1975271903
1032	0.1975152853
1033	0.1974865805
1034	0.1974612566
1035	0.1974403141
1036	0.1974121866
1037	0.1973434421
1038	0.1973307051
1039	0.1973013453
1040	0.1972614622
1041	0.1972414898
1042	0.1972288266
1043	0.1971998231
1044	0.1971443092
1045	0.197131588
1046	0.1971086383
1047	0.1970959843
1048	0.19707654
1049	0.1970399181
1050	0.197013474
1051	0.1970010361
1052	0.1969895452
1053	0.1969762024
1054	0.1969473657
1055	0.1969281079
1056	0.1968808988
1057	0.1968612939
1058	0.1968398923
1059	0.1968268324
1060	0.196814514
1061	0.1967684051
1062	0.1967562739
1063	0.1967434849
1064	0.1967306523
1065	0.1967179496
1066	0.196694419
1067	0.1966732733
1068	0.1966482605
1069	0.1966222991
1070	0.1966013641
1071	0.1965696046
1072	0.1965579832
1073	0.1965455282
1074	0.1965333374
1075	0.1964974923
1076	0.1964856414
1077	0.1964302567
1078	0.1964110681
1079	0.1963852191
1080	0.1963453278
1081	0.1963030792
1082	0.1962909258
1083	0.1962790505
1084	0.1962562409
1085	0.1962374487
1086	0.1961965443
1087	0.1961847948
1088	0.1961515409
1089	0.1961397441
1090	0.1961030233
1091	0.1960857194
1092	0.1960740859
1093	0.1960432324
1094	0.1960097626
1095	0.1959891374
1096	0.1959633726
1097	0.1959270416
1098	0.1959085303
1099	0.1958969904
1100	0.1958855612
1101	0.1958743836
1102	0.1958126099
1103	0.195801371
1104	0.1957539416
1105	0.1957325284
1106	0.1956935418
1107	0.1956708337
1108	0.1956449087
1109	0.1955814057
1110	0.1955561252
1111	0.195544979
1112	0.1955056147
1113	0.1954765509
1114	0.1954655115
1115	0.1954545693
1116	0.1954437268
1117	0.1954275631
1118	0.1954055231
1119	0.1953608926
1120	0.1953511017
1121	0.1953210595
1122	0.1953104313
1123	0.1952998908
1124	0.1952664395
1125	0.1952559916
1126	0.1952357383
1127	0.1952027729
1128	0.1951881109
1129	0.195155159
1130	0.1950930956
1131	0.1950827458
1132	0.195072601
1133	0.1950544893
1134	0.1950193827
1135	0.1949625981
1136	0.194952423
1137	0.1949131113
1138	0.1948795057
1139	0.1948115524
1140	0.1947891196
1141	0.194750832
1142	0.1947198809
1143	0.1946982346
1144	0.1946882401
1145	0.1946620257
1146	0.1946446112
1147	0.1946345843
1148	0.1945954018
1149	0.1945754128
1150	0.1945442028
1151	0.1945210375
1152	0.1945039263
1153	0.1944706328
1154	0.1944455294
1155	0.194409055
1156	0.1943756104
1157	0.1943656554
1158	0.1943460364
1159	0.1943362642
1160	0.1943164965
1161	0.1943003423
1162	0.1942838435
1163	0.1942741578
1164	0.1942645614
1165	0.1942548812
1166	0.1942286489
1167	0.1941755654
1168	0.1941659637
1169	0.1940938748
1170	0.1940676117
1171	0.1940166641
1172	0.1940071289
1173	0.1939711974
1174	0.1938568391
1175	0.1938330914
1176	0.1937785032
1177	0.1937367559
1178	0.1937188199
1179	0.1936827111
1180	0.1936464097
1181	0.1936307533
1182	0.1936096693
1183	0.1935721486
1184	0.1935626628
1185	0.1935058666
1186	0.1934853708
1187	0.1934332887
1188	0.1933923466
1189	0.1933564792
1190	0.1933387455
1191	0.1933293119
1192	0.1933079852
1193	0.1932986612
1194	0.1932894021
1195	0.1932382389
1196	0.1932100403
1197	0.1931829603
1198	0.1931661375
1199	0.1930466535
1200	0.1929661907
1201	0.1929337684
1202	0.192906315
1203	0.1928800578
1204	0.1928510999
1205	0.1928203948
1206	0.1927814369
1207	0.1927387162
1208	0.1927220044
1209	0.1926903987
1210	0.1926652498
1211	0.1926392877
1212	0.1926191865
1213	0.192592825
1214	0.1925661977
1215	0.1925509246
1216	0.1925146032
1217	0.1925053688
1218	0.1924641067
1219	0.1924368938
1220	0.1924176185
1221	0.1924084762
1222	0.1923995118
1223	0.1923906364
1224	0.1923387638
1225	0.192323636
1226	0.1922935767
1227	0.1922846303
1228	0.192262581
1229	0.1922376761
1230	0.1921969809
1231	0.1921880846
1232	0.1921559347
1233	0.1921327395
1234	0.1921133204
1235	0.1920901825
1236	0.1920556607
1237	0.1920395899
1238	0.1920308766
1239	0.1920019926
1240	0.1919364636
1241	0.1919138003
1242	0.191901027
1243	0.1918428084
1244	0.1917712765
1245	0.1917531326
1246	0.1917297891
1247	0.1917018914
1248	0.1916751689
1249	0.1916581166
1250	0.1916233011
1251	0.1916146061
1252	0.1915876363
1253	0.1915492738
1254	0.1915026498
1255	0.1914634515
1256	0.1914484916
1257	0.1914335642
1258	0.1914105775
1259	0.1913912865
1260	0.1913824996
1261	0.1913408533
1262	0.191310233
1263	0.1912962424
1264	0.1912876367
1265	0.1912709424
1266	0.1912089862
1267	0.1911476611
1268	0.1911346244
1269	0.1911068593
1270	0.1910496181
1271	0.1910107035
1272	0.1909766263
1273	0.1909468303
1274	0.1909241373
1275	0.1909004124
1276	0.1908333918
1277	0.1908066835
1278	0.1907981278
1279	0.1907894885
1280	0.1907634887
1281	0.1907183953
1282	0.1906938018
1283	0.1906755791
1284	0.1906421785
1285	0.1906335824
1286	0.1906190423
1287	0.1905606686
1288	0.19054537
1289	0.1905187078
1290	0.1904938145
1291	0.1904727129
1292	0.1904504428
1293	0.1904360179
1294	0.1903789176
1295	0.1903630115
1296	0.1903534185
1297	0.1903236543
1298	0.1902633549
1299	0.1902187179
1300	0.1901927407
1301	0.1901673237
1302	0.1901331891
1303	0.1901100153
1304	0.1900805288
1305	0.1900516393
1306	0.1900312482
1307	0.1899992853
1308	0.1899775251
1309	0.1899414281
1310	0.1899318427
1311	0.1898939687
1312	0.189884469
1313	0.1898684823
1314	0.1898513438
1315	0.1898430562
1316	0.1898259824
1317	0.1898119488
1318	0.1897940353
1319	0.1897664893
1320	0.1897291007
1321	0.1897152345
1322	0.1896792345
1323	0.1896608872
1324	0.189642775
1325	0.1896192322
1326	0.1895787379
1327	0.1895593822
1328	0.1894723732
1329	0.1894477365
1330	0.1894384653
1331	0.189411127
1332	0.1894027965
1333	0.1893880669
1334	0.1893748826
1335	0.189361304
1336	0.1893531819
1337	0.1893449775
1338	0.1893315879
1339	0.1893049606
1340	0.1892795593
1341	0.1892639126
1342	0.1892396085
1343	0.189216283
1344	0.1892070961
1345	0.1891849679
1346	0.1891683128
1347	0.1891363404
1348	0.189107702
1349	0.1890995671
1350	0.1890824272
1351	0.1890668163
1352	0.1890540049
1353	0.189028334
1354	0.1889903184
1355	0.1889792377
1356	0.1889556873
1357	0.1889141161
1358	0.1888945252
1359	0.1888811389
1360	0.1888326709
1361	0.1888235584
1362	0.1888079643
1363	0.1887968081
1364	0.1887771652
1365	0.1887222235
1366	0.1887133035
1367	0.1887010681
1368	0.1886824053
1369	0.1886733788
1370	0.1886548047
1371	0.1886458741
1372	0.1886096289
1373	0.1885748289
1374	0.1885611098
1375	0.1885310856
1376	0.1885043723
1377	0.1884919461
1378	0.1884516465
1379	0.1884390744
1380	0.1884301593
1381	0.1884213184
1382	0.188370948
1383	0.1883455883
1384	0.1883187629
1385	0.1883067126
1386	0.1882553646
1387	0.188247644
1388	0.1881958253
1389	0.1881795725
1390	0.1881619307
1391	0.1880846405
1392	0.1880760422
1393	0.188017258
1394	0.1880086112
1395	0.1880000435
1396	0.1879861843
1397	0.1879786044
1398	0.1879655826
1399	0.187948336
1400	0.1879117315
1401	0.1879006138
1402	0.1878793873
1403	0.1878637871
1404	0.1878553076
1405	0.1878430179
1406	0.1878117169
1407	0.1877987241
1408	0.1877678531
1409	0.1877595357
1410	0.1877372855
1411	0.1877140073
1412	0.1876557153
1413	0.187630387
1414	0.187618533
1415	0.1875755291
1416	0.1875505219
1417	0.1875140112
1418	0.1874962386
1419	0.1874753729
1420	0.187463442
1421	0.1874484877
1422	0.187421155
1423	0.1873690439
1424	0.1873503407
1425	0.1873367422
1426	0.187318832
1427	0.1873105346
1428	0.1872857948
1429	0.1872337873
1430	0.1871943367
1431	0.1871472369
1432	0.1871234065
1433	0.1870797606
1434	0.1870713881
1435	0.1870294198
1436	0.1870211021
1437	0.186988757
1438	0.1869764414
1439	0.1869636679
1440	0.1869531727
1441	0.1869411829
1442	0.1869312154
1443	0.1869154274
1444	0.1869031772
1445	0.1868949161
1446	0.1868749047
1447	0.1868173455
1448	0.1867991547
1449	0.1867909247
1450	0.1867789356
1451	0.1867594373
1452	0.1867473722
1453	0.1866962323
1454	0.1866360438
1455	0.1866278775
1456	0.1865958581
1457	0.1865877716
1458	0.1865481559
1459	0.1865020491
1460	0.1864940795
1461	0.1864860899
1462	0.1864781535
1463	0.1864711084
1464	0.1864015852
1465	0.1863583137
1466	0.1863227878
1467	0.1862434272
1468	0.1862356393
1469	0.186219685
1470	0.1861941113
1471	0.1861741259
1472	0.1861129301
1473	0.186069343
1474	0.1860582251
1475	0.1860318178
1476	0.1859580569
1477	0.1859377562
1478	0.1859064581
1479	0.1858914213
1480	0.1858792288
1481	0.1858619314
1482	0.1858147211
1483	0.1857972934
1484	0.1857848416
1485	0.1857742229
1486	0.1857627099
1487	0.185741148
1488	0.1857143217
1489	0.1856906964
1490	0.1856779534
1491	0.1856701891
1492	0.1856267878
1493	0.1855751407
1494	0.1855643337
1495	0.1855574782
1496	0.1855215761
1497	0.1854985405
1498	0.1854171639
1499	0.1854054489
1500	0.1853871106
1501	0.1853802244
1502	0.1853694215
1503	0.1853458858
1504	0.1853181601
1505	0.1853074382
1506	0.1852998515
1507	0.1852896695
1508	0.1852729347
1509	0.1852593481
1510	0.1852518291
