iter	RMSE
1511	0.185207073
1512	0.185194877
1513	0.185187414
1514	0.1851097667
1515	0.1851030627
1516	0.1850885423
1517	0.1850365373
1518	0.1850256107
1519	0.1850137669
1520	0.1850063996
1521	0.1849814105
1522	0.1849740069
1523	0.1849590805
1524	0.1849189205
1525	0.1848745713
1526	0.1848402769
1527	0.1848330287
1528	0.1848144847
1529	0.1848071848
1530	0.184768853
1531	0.1847335921
1532	0.1846821957
1533	0.1846572816
1534	0.1846395297
1535	0.1846072983
1536	0.1845973989
1537	0.1845475274
1538	0.1845215472
1539	0.1845054514
1540	0.1844886251
1541	0.1844791545
1542	0.1844570028
1543	0.1844095499
1544	0.1843793766
1545	0.1843515748
1546	0.1843413894
1547	0.1843240158
1548	0.1843066939
1549	0.1842928419
1550	0.1842660933
1551	0.1842546345
1552	0.1842396751
1553	0.1842086621
1554	0.1841967471
1555	0.1841782101
1556	0.1841684669
1557	0.1841576412
1558	0.1841257835
1559	0.184114623
1560	0.1841036315
1561	0.1840932605
1562	0.1840729706
1563	0.1840596373
1564	0.1840488357
1565	0.1840070288
1566	0.1839834531
1567	0.1839762728
1568	0.1839489105
1569	0.1839187328
1570	0.1839123027
1571	0.1838937304
1572	0.1838866379
1573	0.1838767246
1574	0.1838296946
1575	0.1838161618
1576	0.1837948609
1577	0.1837798836
1578	0.183740116
1579	0.1836994299
1580	0.1836522839
1581	0.1836321809
1582	0.1835839946
1583	0.1835661956
1584	0.183559043
1585	0.1835443012
1586	0.1835336197
1587	0.1834735561
1588	0.1834638322
1589	0.1834568416
1590	0.1834046369
1591	0.1833751233
1592	0.1833646813
1593	0.1833554358
1594	0.1833432686
1595	0.1833131428
1596	0.1833061922
1597	0.18329932
1598	0.1832657616
1599	0.1832278528
1600	0.1832195252
1601	0.1831906736
1602	0.1831809916
1603	0.1831740406
1604	0.1831625382
1605	0.1831528665
1606	0.1831402176
1607	0.1831257001
1608	0.1831165433
1609	0.1830696276
1610	0.1830595977
1611	0.1830397218
1612	0.1830228201
1613	0.1830159227
1614	0.1829702628
1615	0.1829336046
1616	0.1828689984
1617	0.1828370485
1618	0.1828261305
1619	0.1828193678
1620	0.1828086765
1621	0.1827981149
1622	0.1827555632
1623	0.1827280623
1624	0.1827219194
1625	0.182699097
1626	0.1826898699
1627	0.1826648303
1628	0.1826549472
1629	0.1826430059
1630	0.1825973815
1631	0.1825905786
1632	0.1825713923
1633	0.1825622891
1634	0.1825465661
1635	0.1825405008
1636	0.1825338694
1637	0.1825109605
1638	0.1824909094
1639	0.1824823587
1640	0.1824659575
1641	0.1824468978
1642	0.1824300947
1643	0.1824208586
1644	0.1824055581
1645	0.1823989509
1646	0.1823922972
1647	0.1823739321
1648	0.1823674164
1649	0.1823448063
1650	0.1823217323
1651	0.1823124593
1652	0.1823058603
1653	0.1822888615
1654	0.1822796793
1655	0.1822710741
1656	0.1822630147
1657	0.182240094
1658	0.1822035401
1659	0.1821969677
1660	0.1821875168
1661	0.1821559047
1662	0.1821472849
1663	0.1821326863
1664	0.1821262604
1665	0.1821166297
1666	0.1821104978
1667	0.182102198
1668	0.1820957494
1669	0.18207959
1670	0.1820420127
1671	0.1820331018
1672	0.1820262751
1673	0.1820086126
1674	0.1819915237
1675	0.1819543147
1676	0.1819479351
1677	0.1819322217
1678	0.1819098192
1679	0.1818925586
1680	0.181853852
1681	0.1818442959
1682	0.1818113667
1683	0.1817657325
1684	0.1817368358
1685	0.181723733
1686	0.1817173765
1687	0.1817068671
1688	0.1816896297
1689	0.1816829194
1690	0.1816740994
1691	0.1816639631
1692	0.1816497441
1693	0.1816423488
1694	0.1815992595
1695	0.1815797303
1696	0.1815402289
1697	0.1814980617
1698	0.1814909732
1699	0.1814832253
1700	0.1814585838
1701	0.1814492969
1702	0.1814421089
1703	0.1814117627
1704	0.1813824929
1705	0.1813762767
1706	0.1813508586
1707	0.1813434702
1708	0.1813364811
1709	0.1813304038
1710	0.181313342
1711	0.1812719326
1712	0.1812653265
1713	0.1812600713
1714	0.1812537689
1715	0.181223146
1716	0.1812171987
1717	0.1811967903
1718	0.1811623697
1719	0.1811565131
1720	0.1811504361
1721	0.1811098545
1722	0.1811038691
1723	0.1810781912
1724	0.1810718388
1725	0.1810507129
1726	0.1810428549
1727	0.1810318093
1728	0.1810159887
1729	0.1809780542
1730	0.1809381933
1731	0.1809322689
1732	0.1809078922
1733	0.1808868289
1734	0.1808743102
1735	0.180847137
1736	0.1808412534
1737	0.1808032831
1738	0.1807974383
1739	0.1807532216
1740	0.1807320746
1741	0.1807242398
1742	0.18070304
1743	0.180684536
1744	0.1806446304
1745	0.1806287102
1746	0.180606361
1747	0.1806010282
1748	0.1805850978
1749	0.1805650102
1750	0.1805456483
1751	0.1805239592
1752	0.1805045188
1753	0.1804824665
1754	0.1804459516
1755	0.1804401476
1756	0.1804109515
1757	0.18036562
1758	0.1803603496
1759	0.1803360102
1760	0.1803297237
1761	0.1803095771
1762	0.1803033911
1763	0.1802665487
1764	0.180258948
1765	0.1802162653
1766	0.1801684111
1767	0.1801469914
1768	0.180141195
1769	0.1801087183
1770	0.1800882774
1771	0.1800663056
1772	0.180058097
1773	0.1800480077
1774	0.180041893
1775	0.1800045785
1776	0.1799989105
1777	0.1799932173
1778	0.179977485
1779	0.1799451092
1780	0.1799368378
1781	0.1799106334
1782	0.1799050192
1783	0.1798908502
1784	0.179876219
1785	0.1798661451
1786	0.1798601699
1787	0.1798510621
1788	0.1798451855
1789	0.1798372699
1790	0.1798313848
1791	0.1798134576
1792	0.1797858671
1793	0.179769686
1794	0.1797524754
1795	0.1797351973
1796	0.1797273514
1797	0.1797201384
1798	0.1796735732
1799	0.1796677369
1800	0.1796324745
1801	0.1796271662
1802	0.1796080914
1803	0.1795831142
1804	0.1795745649
1805	0.1795638591
1806	0.179558285
1807	0.1795500623
1808	0.1795128141
1809	0.1795049827
1810	0.1794799242
1811	0.17947443
1812	0.1794462266
1813	0.1794387368
1814	0.1794239767
1815	0.1794188564
1816	0.1793869478
1817	0.1793798752
1818	0.1793570524
1819	0.1793514831
1820	0.179342863
1821	0.1793020725
1822	0.1792967289
1823	0.1792632566
1824	0.1792511856
1825	0.1792463353
1826	0.1792319431
1827	0.179212923
1828	0.1791929178
1829	0.1791856378
1830	0.179177992
1831	0.179142562
1832	0.1791370279
1833	0.1791238902
1834	0.1791169488
1835	0.1790818484
1836	0.179051672
1837	0.1790323812
1838	0.1789679312
1839	0.1789627653
1840	0.1789573136
1841	0.1789123889
1842	0.1788965552
1843	0.1788739624
1844	0.1788537559
1845	0.1788437277
1846	0.1788269334
1847	0.1788111834
1848	0.1787684953
1849	0.1787598947
1850	0.1787293495
1851	0.1787029906
1852	0.1786818589
1853	0.1786704612
1854	0.1786630385
1855	0.178640506
1856	0.1786117136
1857	0.1785999169
1858	0.1785936688
1859	0.1785859111
1860	0.1785649957
1861	0.1785467941
1862	0.1785314237
1863	0.1785160745
1864	0.1785056791
1865	0.1785009906
1866	0.1784795961
1867	0.1784614229
1868	0.178453084
1869	0.178448057
1870	0.1784335745
1871	0.1784167867
1872	0.1784061472
1873	0.1784008002
1874	0.1783959771
1875	0.1783728235
1876	0.1783583112
1877	0.1783446173
1878	0.1783316802
1879	0.1782921256
1880	0.1782588018
1881	0.1782521748
1882	0.1782470516
1883	0.1782062345
1884	0.1781985537
1885	0.178193294
1886	0.1781880858
1887	0.1781306209
1888	0.1781140467
1889	0.1781090483
1890	0.1781042645
1891	0.1780862413
1892	0.178078853
1893	0.1780676489
1894	0.1780317566
1895	0.1780099518
1896	0.1779726573
1897	0.1779607302
1898	0.1779561833
1899	0.1779424571
1900	0.1779287154
1901	0.1779191414
1902	0.1779112832
1903	0.1779062311
1904	0.1778950832
1905	0.1778686238
1906	0.1778458787
1907	0.1778387063
1908	0.1778337193
1909	0.1777945068
1910	0.1777713133
1911	0.1777538834
1912	0.1777468122
1913	0.1777234364
1914	0.1777162258
1915	0.1776942521
1916	0.1776601082
1917	0.1776554211
1918	0.1776506546
1919	0.1776427075
1920	0.1776135878
1921	0.1775988442
1922	0.1775461788
1923	0.1775129665
1924	0.1775019257
1925	0.1774855901
1926	0.1774785281
1927	0.17747359
1928	0.1774602553
1929	0.1774355276
1930	0.1774308853
1931	0.1773934531
1932	0.1773827881
1933	0.1773778499
1934	0.1773532356
1935	0.1773293555
1936	0.1773221918
1937	0.1772697793
1938	0.1772455071
1939	0.1772362552
1940	0.1772137939
1941	0.1771835653
1942	0.1771696204
1943	0.17716361
1944	0.1771582266
1945	0.1771212219
1946	0.1771096776
1947	0.1771030179
1948	0.1770881809
1949	0.177083031
1950	0.1770757229
1951	0.1770499862
1952	0.1770352027
1953	0.1770206527
1954	0.1770041476
1955	0.1769821495
1956	0.1769774962
1957	0.1769729482
1958	0.1769362548
1959	0.1769172368
1960	0.1769130121
1961	0.1769062423
1962	0.1768809768
1963	0.176846904
1964	0.1768412003
1965	0.1767804237
1966	0.1767675023
1967	0.1767609323
1968	0.176742942
1969	0.176738427
1970	0.1767207261
1971	0.1767004104
1972	0.1766704962
1973	0.1766656402
1974	0.1766357818
1975	0.176618121
1976	0.1766109631
1977	0.1765956405
1978	0.176589799
1979	0.1765840272
1980	0.1765793591
1981	0.1765739465
1982	0.1765652921
1983	0.1765606443
1984	0.1765471723
1985	0.1765299905
1986	0.1765213621
1987	0.1765080037
1988	0.1765037818
1989	0.1764974371
1990	0.1764833364
1991	0.1764770341
1992	0.1764683352
1993	0.1764462775
1994	0.1764378131
1995	0.1764240314
1996	0.1764200494
1997	0.1763967432
1998	0.1763645855
1999	0.176351609
